component_family,category,date,month,year,quarter,demand_units,avg_unit_price,avg_lead_time_weeks,num_orders,market_index
COMP-009,Resistors,2022-05-01,5,2022,2,10674,0.65,5.9,132,113.5
COMP-009,Resistors,2022-06-01,6,2022,2,15252,1.32,5.3,91,109.6
COMP-009,Resistors,2022-07-01,7,2022,3,18289,0.96,3.8,277,119.6
COMP-009,Resistors,2022-08-01,8,2022,3,18056,1.26,4.3,92,108.0
COMP-009,Resistors,2022-09-01,9,2022,3,16416,0.47,3.2,120,106.7
COMP-009,Resistors,2022-10-01,10,2022,4,18896,1.24,2.8,145,106.5
COMP-009,Resistors,2022-11-01,11,2022,4,18328,0.63,1.6,102,108.1
COMP-009,Resistors,2022-12-01,12,2022,4,17994,1.24,2.5,97,101.0
COMP-009,Resistors,2023-01-01,1,2023,1,15535,1.24,6.1,248,96.8
COMP-009,Resistors,2023-02-01,2,2023,1,18309,1.16,5.5,162,97.4
COMP-009,Resistors,2023-03-01,3,2023,1,17010,1.29,5.5,228,98.0
COMP-009,Resistors,2023-04-01,4,2023,2,19362,0.92,7.8,105,93.6
COMP-009,Resistors,2023-05-01,5,2023,2,19732,0.87,6.1,114,90.5
COMP-009,Resistors,2023-06-01,6,2023,2,22238,1.22,4.7,128,84.5
COMP-009,Resistors,2023-07-01,7,2023,3,15040,0.74,5.3,149,89.9
COMP-009,Resistors,2023-08-01,8,2023,3,18976,0.64,2.4,185,89.1
COMP-009,Resistors,2023-09-01,9,2023,3,20343,0.81,3.5,197,95.9
COMP-009,Resistors,2023-10-01,10,2023,4,20257,1.75,2.0,293,93.3
COMP-009,Resistors,2023-11-01,11,2023,4,18748,1.73,1.8,245,95.6
COMP-009,Resistors,2023-12-01,12,2023,4,21178,1.27,2.5,144,99.7
COMP-009,Resistors,2024-01-01,1,2024,1,20448,2.64,3.0,371,98.0
COMP-009,Resistors,2024-02-01,2,2024,1,23331,0.53,5.7,155,104.6
COMP-009,Resistors,2024-03-01,3,2024,1,23089,0.92,6.4,346,110.7
COMP-009,Resistors,2024-04-01,4,2024,2,19276,0.34,6.1,180,110.4
COMP-009,Resistors,2024-05-01,5,2024,2,21733,1.0,6.1,236,109.2
COMP-009,Resistors,2024-06-01,6,2024,2,21578,1.49,5.2,126,110.6
COMP-009,Resistors,2024-07-01,7,2024,3,19978,1.72,3.5,110,112.4
COMP-009,Resistors,2024-08-01,8,2024,3,21811,0.71,2.1,252,109.9
COMP-009,Resistors,2024-09-01,9,2024,3,20694,0.82,3.1,218,103.8
COMP-009,Resistors,2024-10-01,10,2024,4,26094,0.62,2.4,187,109.8
COMP-009,Resistors,2024-11-01,11,2024,4,24180,0.88,2.3,406,108.5
COMP-009,Resistors,2024-12-01,12,2024,4,26318,1.74,3.3,150,104.5
COMP-010,Connectors,2022-01-01,1,2022,1,3752,0.57,3.9,37,99.0
COMP-010,Connectors,2022-02-01,2,2022,1,3581,0.99,5.6,21,106.8
COMP-010,Connectors,2022-03-01,3,2022,1,2943,0.87,5.2,17,104.4
COMP-010,Connectors,2022-04-01,4,2022,2,2358,1.65,5.8,46,107.4
COMP-010,Connectors,2022-05-01,5,2022,2,2623,0.95,6.0,21,104.4
COMP-010,Connectors,2022-06-01,6,2022,2,2970,0.77,7.3,25,117.1
COMP-010,Connectors,2022-07-01,7,2022,3,3716,1.79,4.1,64,110.9
COMP-010,Connectors,2022-08-01,8,2022,3,3824,0.84,1.2,33,108.2
COMP-010,Connectors,2022-09-01,9,2022,3,3195,0.72,3.1,18,111.8
COMP-010,Connectors,2022-10-01,10,2022,4,3734,0.76,2.1,24,106.9
COMP-010,Connectors,2022-11-01,11,2022,4,3609,2.01,1.6,19,101.5
COMP-010,Connectors,2022-12-01,12,2022,4,4261,0.54,4.0,27,105.0
COMP-010,Connectors,2023-01-01,1,2023,1,3860,1.51,2.8,22,98.0
COMP-010,Connectors,2023-02-01,2,2023,1,4017,1.81,7.2,21,92.4
COMP-010,Connectors,2023-03-01,3,2023,1,3807,0.8,7.2,25,97.4
COMP-010,Connectors,2023-04-01,4,2023,2,4291,1.08,8.5,60,94.3
COMP-010,Connectors,2023-05-01,5,2023,2,3785,1.16,7.4,21,92.3
COMP-010,Connectors,2023-06-01,6,2023,2,4635,0.67,4.9,42,89.8
COMP-010,Connectors,2023-07-01,7,2023,3,3351,1.69,3.7,30,90.2
COMP-010,Connectors,2023-08-01,8,2023,3,3375,1.11,4.1,40,87.6
COMP-010,Connectors,2023-09-01,9,2023,3,2858,2.02,2.7,44,90.5
COMP-010,Connectors,2023-10-01,10,2023,4,3918,1.27,1.0,30,94.3
COMP-010,Connectors,2023-11-01,11,2023,4,3691,0.89,2.7,28,98.8
COMP-010,Connectors,2023-12-01,12,2023,4,4066,0.63,3.2,22,101.1
COMP-010,Connectors,2024-01-01,1,2024,1,3964,2.13,6.0,60,96.7
COMP-010,Connectors,2024-02-01,2,2024,1,4207,0.97,4.8,22,97.3
COMP-010,Connectors,2024-03-01,3,2024,1,3844,0.69,5.3,31,105.1
COMP-010,Connectors,2024-04-01,4,2024,2,4424,0.52,4.5,36,107.4
COMP-010,Connectors,2024-05-01,5,2024,2,4397,0.68,5.8,31,108.6
COMP-010,Connectors,2024-06-01,6,2024,2,4393,0.54,5.1,50,108.4
COMP-010,Connectors,2024-07-01,7,2024,3,4380,1.31,4.8,57,116.1
COMP-010,Connectors,2024-08-01,8,2024,3,3857,1.34,2.5,29,110.5
COMP-010,Connectors,2024-09-01,9,2024,3,3321,0.74,2.8,19,106.0
COMP-010,Connectors,2024-10-01,10,2024,4,4538,1.62,1.4,38,105.0
COMP-010,Connectors,2024-11-01,11,2024,4,4427,1.2,3.0,23,105.8
COMP-010,Connectors,2024-12-01,12,2024,4,4114,0.42,4.1,34,100.6
COMP-011,Semiconductors,2022-01-01,1,2022,1,3170,1.39,4.2,25,99.0
COMP-011,Semiconductors,2022-02-01,2,2022,1,3376,0.39,7.7,29,105.5
COMP-011,Semiconductors,2022-03-01,3,2022,1,2597,1.15,7.1,14,102.5
COMP-011,Semiconductors,2022-04-01,4,2022,2,2259,0.45,7.5,13,112.2
COMP-011,Semiconductors,2022-05-01,5,2022,2,2571,1.04,4.3,29,111.5
COMP-011,Semiconductors,2022-06-01,6,2022,2,3323,0.67,5.7,20,107.1
COMP-011,Semiconductors,2022-07-01,7,2022,3,3717,1.72,5.4,21,113.9
COMP-011,Semiconductors,2022-08-01,8,2022,3,3741,0.63,4.4,18,110.1
COMP-011,Semiconductors,2022-09-01,9,2022,3,3359,0.8,1.7,66,109.2
COMP-011,Semiconductors,2022-10-01,10,2022,4,3539,1.02,1.4,32,108.0
COMP-011,Semiconductors,2022-11-01,11,2022,4,3418,1.56,2.7,23,99.4
COMP-011,Semiconductors,2022-12-01,12,2022,4,4167,1.36,3.4,62,105.0
COMP-011,Semiconductors,2023-01-01,1,2023,1,3472,1.37,2.8,22,99.8
COMP-011,Semiconductors,2023-02-01,2,2023,1,3587,1.41,4.7,38,100.5
COMP-011,Semiconductors,2023-03-01,3,2023,1,3905,0.74,5.8,22,94.0
COMP-011,Semiconductors,2023-04-01,4,2023,2,3777,1.19,7.5,48,91.5
COMP-011,Semiconductors,2023-05-01,5,2023,2,4226,1.28,7.0,31,90.8
COMP-011,Semiconductors,2023-06-01,6,2023,2,4041,3.11,3.4,42,89.7
COMP-011,Semiconductors,2023-07-01,7,2023,3,3866,0.42,3.3,52,94.7
COMP-011,Semiconductors,2023-08-01,8,2023,3,3382,1.56,2.1,43,89.7
COMP-011,Semiconductors,2023-09-01,9,2023,3,3558,1.52,3.2,25,92.0
COMP-011,Semiconductors,2023-10-01,10,2023,4,3473,0.77,2.2,19,89.8
COMP-011,Semiconductors,2023-11-01,11,2023,4,4195,1.03,2.2,39,96.9
COMP-011,Semiconductors,2023-12-01,12,2023,4,4286,1.23,3.7,24,97.7
COMP-011,Semiconductors,2024-01-01,1,2024,1,3780,1.23,4.6,48,98.9
COMP-011,Semiconductors,2024-02-01,2,2024,1,4082,0.84,5.4,45,103.1
COMP-011,Semiconductors,2024-03-01,3,2024,1,4975,0.85,3.3,27,104.9
COMP-011,Semiconductors,2024-04-01,4,2024,2,4303,1.02,7.3,85,109.0
COMP-011,Semiconductors,2024-05-01,5,2024,2,4447,1.23,3.6,28,112.7
COMP-011,Semiconductors,2024-06-01,6,2024,2,4589,0.87,5.8,27,113.6
COMP-011,Semiconductors,2024-07-01,7,2024,3,4306,0.92,4.4,21,108.2
COMP-011,Semiconductors,2024-08-01,8,2024,3,3967,0.82,5.5,63,106.7
COMP-011,Semiconductors,2024-09-01,9,2024,3,3807,0.82,2.8,28,110.4
COMP-011,Semiconductors,2024-10-01,10,2024,4,4375,0.69,2.3,24,106.5
COMP-011,Semiconductors,2024-11-01,11,2024,4,4461,1.0,2.9,49,104.2
COMP-011,Semiconductors,2024-12-01,12,2024,4,4826,1.17,2.9,29,101.1
COMP-012,ICs,2022-01-01,1,2022,1,733,0.91,3.3,6,99.2
COMP-012,ICs,2022-02-01,2,2022,1,653,0.56,3.7,4,104.5
COMP-012,ICs,2022-03-01,3,2022,1,471,2.53,7.6,3,108.1
COMP-012,ICs,2022-04-01,4,2022,2,578,1.36,7.9,3,102.4
COMP-012,ICs,2022-05-01,5,2022,2,622,0.82,5.3,3,109.6
COMP-012,ICs,2022-06-01,6,2022,2,796,0.75,7.4,13,112.2
COMP-012,ICs,2022-07-01,7,2022,3,1025,2.9,4.4,6,114.4
COMP-012,ICs,2022-08-01,8,2022,3,830,1.36,2.1,5,106.2
COMP-012,ICs,2022-09-01,9,2022,3,673,0.97,2.6,3,110.0
COMP-012,ICs,2022-10-01,10,2022,4,684,1.77,1.1,5,107.6
COMP-012,ICs,2022-11-01,11,2022,4,759,1.2,2.5,6,99.9
COMP-012,ICs,2022-12-01,12,2022,4,739,0.69,4.3,3,102.9
COMP-012,ICs,2023-01-01,1,2023,1,777,0.52,4.2,6,103.3
COMP-012,ICs,2023-02-01,2,2023,1,777,1.65,5.0,5,90.3
COMP-012,ICs,2023-03-01,3,2023,1,837,0.71,6.0,5,87.2
COMP-012,ICs,2023-04-01,4,2023,2,773,1.07,6.6,9,95.4
COMP-012,ICs,2023-05-01,5,2023,2,761,0.81,5.2,14,88.9
COMP-012,ICs,2023-06-01,6,2023,2,881,0.67,6.6,4,90.1
COMP-012,ICs,2023-07-01,7,2023,3,759,1.23,4.5,7,89.3
COMP-012,ICs,2023-08-01,8,2023,3,547,1.29,3.4,3,91.7
COMP-012,ICs,2023-09-01,9,2023,3,721,1.5,1.0,4,91.5
COMP-012,ICs,2023-10-01,10,2023,4,625,0.7,2.8,7,95.6
COMP-012,ICs,2023-11-01,11,2023,4,744,0.95,2.9,5,101.8
COMP-012,ICs,2023-12-01,12,2023,4,752,0.93,2.3,8,101.1
COMP-012,ICs,2024-01-01,1,2024,1,521,1.76,3.7,2,97.6
COMP-012,ICs,2024-02-01,2,2024,1,800,0.6,5.7,6,104.1
COMP-012,ICs,2024-03-01,3,2024,1,913,0.42,5.0,5,104.3
COMP-012,ICs,2024-04-01,4,2024,2,633,2.14,5.5,3,107.4
COMP-012,ICs,2024-05-01,5,2024,2,834,0.75,4.9,8,107.4
COMP-012,ICs,2024-06-01,6,2024,2,724,0.51,6.4,7,109.3
COMP-012,ICs,2024-07-01,7,2024,3,785,0.72,5.2,4,101.2
COMP-012,ICs,2024-08-01,8,2024,3,774,0.9,3.7,5,116.9
COMP-012,ICs,2024-09-01,9,2024,3,717,0.88,1.7,4,106.9
COMP-012,ICs,2024-10-01,10,2024,4,670,0.94,1.8,3,110.4
COMP-012,ICs,2024-11-01,11,2024,4,642,0.56,4.1,3,107.6
COMP-012,ICs,2024-12-01,12,2024,4,774,0.73,3.7,8,101.5
COMP-013,ICs,2022-01-01,1,2022,1,1411,1.07,2.7,8,94.6
COMP-013,ICs,2022-02-01,2,2022,1,1450,1.1,4.7,13,109.5
COMP-013,ICs,2022-03-01,3,2022,1,1243,1.33,5.9,7,101.8
COMP-013,ICs,2022-04-01,4,2022,2,1193,1.37,6.0,16,108.4
COMP-013,ICs,2022-05-01,5,2022,2,1252,1.16,5.5,21,108.5
COMP-013,ICs,2022-06-01,6,2022,2,1742,0.81,4.1,25,111.0
COMP-013,ICs,2022-07-01,7,2022,3,2000,1.77,5.6,20,103.6
COMP-013,ICs,2022-08-01,8,2022,3,1996,0.18,3.8,38,109.0
COMP-013,ICs,2022-09-01,9,2022,3,1727,1.11,2.8,9,112.4
COMP-013,ICs,2022-10-01,10,2022,4,1877,0.61,3.9,14,107.1
COMP-013,ICs,2022-11-01,11,2022,4,1600,1.88,2.1,23,99.2
COMP-013,ICs,2022-12-01,12,2022,4,2070,1.09,4.1,21,107.1
COMP-013,ICs,2023-01-01,1,2023,1,1912,1.97,3.8,10,98.6
COMP-013,ICs,2023-02-01,2,2023,1,1851,1.44,4.6,34,96.1
COMP-013,ICs,2023-03-01,3,2023,1,1971,0.84,6.4,17,94.6
COMP-013,ICs,2023-04-01,4,2023,2,2268,1.69,5.3,36,89.1
COMP-013,ICs,2023-05-01,5,2023,2,2429,0.58,5.9,14,91.2
COMP-013,ICs,2023-06-01,6,2023,2,2092,1.21,5.7,14,92.3
COMP-013,ICs,2023-07-01,7,2023,3,2092,0.87,4.4,15,90.1
COMP-013,ICs,2023-08-01,8,2023,3,2058,0.51,3.1,33,86.0
COMP-013,ICs,2023-09-01,9,2023,3,2005,3.26,3.0,15,95.4
COMP-013,ICs,2023-10-01,10,2023,4,2106,1.18,1.0,11,94.0
COMP-013,ICs,2023-11-01,11,2023,4,2288,0.67,1.9,35,100.6
COMP-013,ICs,2023-12-01,12,2023,4,2805,1.43,2.1,20,101.8
COMP-013,ICs,2024-01-01,1,2024,1,2601,0.76,4.8,29,107.6
COMP-013,ICs,2024-02-01,2,2024,1,2416,0.62,3.7,12,104.1
COMP-013,ICs,2024-03-01,3,2024,1,2300,2.13,5.9,21,103.5
COMP-013,ICs,2024-04-01,4,2024,2,2650,1.51,6.8,16,111.4
COMP-013,ICs,2024-05-01,5,2024,2,2758,0.6,7.4,27,108.6
COMP-013,ICs,2024-06-01,6,2024,2,2635,1.19,5.1,22,113.7
COMP-013,ICs,2024-07-01,7,2024,3,2815,1.31,3.0,19,111.9
COMP-013,ICs,2024-08-01,8,2024,3,2193,0.38,3.5,15,105.6
COMP-013,ICs,2024-09-01,9,2024,3,2041,0.54,2.0,16,111.3
COMP-013,ICs,2024-10-01,10,2024,4,2789,0.67,2.3,31,99.6
COMP-013,ICs,2024-11-01,11,2024,4,2615,1.99,2.9,26,103.2
COMP-013,ICs,2024-12-01,12,2024,4,2760,1.93,3.3,15,105.3
COMP-014,Resistors,2022-01-01,1,2022,1,40276,0.52,4.4,290,97.6
COMP-014,Resistors,2022-02-01,2,2022,1,33870,1.67,4.0,654,104.8
COMP-014,Resistors,2022-03-01,3,2022,1,31607,1.07,4.7,188,107.4
COMP-014,Resistors,2022-04-01,4,2022,2,34150,2.07,5.8,667,106.8
COMP-014,Resistors,2022-05-01,5,2022,2,33980,0.46,6.1,210,107.2
COMP-014,Resistors,2022-06-01,6,2022,2,44852,1.36,5.6,309,105.4
COMP-014,Resistors,2022-07-01,7,2022,3,39920,0.69,2.9,215,110.9
COMP-014,Resistors,2022-08-01,8,2022,3,31404,1.12,3.2,308,102.6
COMP-014,Resistors,2022-09-01,9,2022,3,32807,0.3,1.2,207,108.0
COMP-014,Resistors,2022-10-01,10,2022,4,28622,2.11,1.5,159,111.5
COMP-014,Resistors,2022-11-01,11,2022,4,38088,1.15,1.0,374,109.7
COMP-014,Resistors,2022-12-01,12,2022,4,37851,1.71,4.8,558,100.6
COMP-014,Resistors,2023-01-01,1,2023,1,34181,0.78,3.3,379,103.6
COMP-014,Resistors,2023-02-01,2,2023,1,37681,1.17,5.0,335,99.0
COMP-014,Resistors,2023-03-01,3,2023,1,44107,0.68,7.5,270,93.1
COMP-014,Resistors,2023-04-01,4,2023,2,39017,3.21,7.4,731,93.3
COMP-014,Resistors,2023-05-01,5,2023,2,43312,1.52,5.7,373,91.4
COMP-014,Resistors,2023-06-01,6,2023,2,41087,1.19,4.6,270,92.0
COMP-014,Resistors,2023-07-01,7,2023,3,40802,1.23,4.9,366,89.2
COMP-014,Resistors,2023-08-01,8,2023,3,34195,1.34,3.4,214,93.5
COMP-014,Resistors,2023-09-01,9,2023,3,32991,1.63,2.2,409,90.2
COMP-014,Resistors,2023-10-01,10,2023,4,32018,1.6,5.1,184,91.7
COMP-014,Resistors,2023-11-01,11,2023,4,26726,0.94,2.1,181,91.0
COMP-014,Resistors,2023-12-01,12,2023,4,36786,1.36,3.5,279,97.3
COMP-014,Resistors,2024-01-01,1,2024,1,36111,1.16,4.0,426,97.7
COMP-014,Resistors,2024-02-01,2,2024,1,37324,1.46,6.5,239,98.2
COMP-014,Resistors,2024-03-01,3,2024,1,34440,0.98,5.3,181,108.3
COMP-014,Resistors,2024-04-01,4,2024,2,38535,0.86,7.1,266,107.4
COMP-014,Resistors,2024-05-01,5,2024,2,36915,2.14,3.5,288,112.7
COMP-014,Resistors,2024-06-01,6,2024,2,32847,1.43,4.1,304,106.0
COMP-014,Resistors,2024-07-01,7,2024,3,37628,0.58,3.6,424,106.2
COMP-014,Resistors,2024-08-01,8,2024,3,36157,1.27,3.4,275,107.3
COMP-014,Resistors,2024-09-01,9,2024,3,31085,2.17,1.6,288,104.9
COMP-014,Resistors,2024-10-01,10,2024,4,32518,1.59,2.3,180,109.9
COMP-014,Resistors,2024-11-01,11,2024,4,34661,2.7,3.7,494,99.5
COMP-014,Resistors,2024-12-01,12,2024,4,27666,0.94,3.5,208,109.2
COMP-015,Connectors,2022-01-01,1,2022,1,3733,0.86,5.0,62,101.5
COMP-015,Connectors,2022-02-01,2,2022,1,5116,1.33,5.3,30,102.5
COMP-015,Connectors,2022-03-01,3,2022,1,3777,1.57,5.3,31,103.5
COMP-015,Connectors,2022-04-01,4,2022,2,3382,0.48,7.0,20,108.1
COMP-015,Connectors,2022-05-01,5,2022,2,3093,0.89,7.5,26,109.0
COMP-015,Connectors,2022-06-01,6,2022,2,4701,1.18,5.7,30,111.4
COMP-015,Connectors,2022-07-01,7,2022,3,5727,1.68,4.0,42,109.4
COMP-015,Connectors,2022-08-01,8,2022,3,4648,0.55,2.7,89,113.0
COMP-015,Connectors,2022-09-01,9,2022,3,4993,0.73,2.5,51,110.1
COMP-015,Connectors,2022-10-01,10,2022,4,5365,0.55,1.0,49,102.5
COMP-015,Connectors,2022-11-01,11,2022,4,5580,0.71,3.2,78,108.5
COMP-015,Connectors,2022-12-01,12,2022,4,6686,2.49,2.7,63,105.5
COMP-015,Connectors,2023-01-01,1,2023,1,6062,1.97,1.5,48,95.9
COMP-015,Connectors,2023-02-01,2,2023,1,5453,1.8,5.0,28,99.6
COMP-015,Connectors,2023-03-01,3,2023,1,5487,1.77,5.9,94,97.0
COMP-015,Connectors,2023-04-01,4,2023,2,5974,1.08,6.1,36,90.7
COMP-015,Connectors,2023-05-01,5,2023,2,5653,1.98,4.4,29,98.0
COMP-015,Connectors,2023-06-01,6,2023,2,5859,0.84,3.0,38,84.2
COMP-015,Connectors,2023-07-01,7,2023,3,5724,1.43,5.2,39,90.9
COMP-015,Connectors,2023-08-01,8,2023,3,5500,0.84,3.2,35,87.8
COMP-015,Connectors,2023-09-01,9,2023,3,5397,1.38,3.1,38,88.1
COMP-015,Connectors,2023-10-01,10,2023,4,6339,0.95,1.0,37,97.4
COMP-015,Connectors,2023-11-01,11,2023,4,5813,0.7,3.1,40,99.8
COMP-015,Connectors,2023-12-01,12,2023,4,6230,0.63,1.0,41,93.7
COMP-015,Connectors,2024-01-01,1,2024,1,5727,1.39,5.4,50,100.8
COMP-015,Connectors,2024-02-01,2,2024,1,6170,0.54,4.9,47,100.3
COMP-015,Connectors,2024-03-01,3,2024,1,6202,0.82,4.5,116,106.8
COMP-015,Connectors,2024-04-01,4,2024,2,6301,1.81,4.6,32,104.1
COMP-015,Connectors,2024-05-01,5,2024,2,7176,2.21,5.7,42,105.0
COMP-015,Connectors,2024-06-01,6,2024,2,5750,0.58,4.8,29,112.8
COMP-015,Connectors,2024-07-01,7,2024,3,7262,0.69,3.1,92,105.8
COMP-015,Connectors,2024-08-01,8,2024,3,6450,0.35,3.2,39,106.5
COMP-015,Connectors,2024-09-01,9,2024,3,4368,2.58,3.0,28,114.5
COMP-015,Connectors,2024-10-01,10,2024,4,6222,1.12,1.7,40,107.8
COMP-015,Connectors,2024-11-01,11,2024,4,7234,0.26,2.3,45,109.0
COMP-015,Connectors,2024-12-01,12,2024,4,8031,0.99,3.4,42,102.3
COMP-016,Resistors,2022-01-01,1,2022,1,1570,0.74,3.5,9,101.1
COMP-016,Resistors,2022-02-01,2,2022,1,1577,1.06,5.4,22,106.2
COMP-016,Resistors,2022-03-01,3,2022,1,1138,0.73,5.5,8,106.2
COMP-016,Resistors,2022-04-01,4,2022,2,1232,1.36,5.0,14,108.3
COMP-016,Resistors,2022-05-01,5,2022,2,1140,0.69,4.8,22,109.5
COMP-016,Resistors,2022-06-01,6,2022,2,1598,2.02,5.7,21,103.4
COMP-016,Resistors,2022-07-01,7,2022,3,1504,0.98,3.1,7,108.0
COMP-016,Resistors,2022-08-01,8,2022,3,1347,0.94,3.9,11,107.8
COMP-016,Resistors,2022-09-01,9,2022,3,1346,0.24,1.8,9,112.2
COMP-016,Resistors,2022-10-01,10,2022,4,1287,0.7,1.0,10,109.4
COMP-016,Resistors,2022-11-01,11,2022,4,1368,1.23,6.2,23,105.2
COMP-016,Resistors,2022-12-01,12,2022,4,1394,1.78,2.8,18,102.5
COMP-016,Resistors,2023-01-01,1,2023,1,1330,0.75,4.3,9,97.6
COMP-016,Resistors,2023-02-01,2,2023,1,1427,1.89,4.5,13,95.8
COMP-016,Resistors,2023-03-01,3,2023,1,1597,0.72,6.5,10,97.2
COMP-016,Resistors,2023-04-01,4,2023,2,1593,0.76,5.8,30,93.2
COMP-016,Resistors,2023-05-01,5,2023,2,1672,0.73,6.5,16,92.9
COMP-016,Resistors,2023-06-01,6,2023,2,1461,1.45,3.5,9,92.9
COMP-016,Resistors,2023-07-01,7,2023,3,1275,0.64,5.0,13,93.0
COMP-016,Resistors,2023-08-01,8,2023,3,1272,0.57,1.7,20,85.4
COMP-016,Resistors,2023-09-01,9,2023,3,1068,1.57,1.8,5,89.9
COMP-016,Resistors,2023-10-01,10,2023,4,1124,0.55,2.3,5,93.2
COMP-016,Resistors,2023-11-01,11,2023,4,997,0.87,1.0,6,97.5
COMP-016,Resistors,2023-12-01,12,2023,4,1403,1.5,3.2,8,94.6
COMP-016,Resistors,2024-01-01,1,2024,1,1408,1.59,3.8,7,99.2
COMP-016,Resistors,2024-02-01,2,2024,1,1418,0.59,5.9,18,101.0
COMP-016,Resistors,2024-03-01,3,2024,1,1335,1.92,5.5,19,105.7
COMP-016,Resistors,2024-04-01,4,2024,2,1621,1.02,4.1,17,103.0
COMP-016,Resistors,2024-05-01,5,2024,2,1602,1.65,5.8,15,111.2
COMP-016,Resistors,2024-06-01,6,2024,2,1436,2.66,5.8,7,104.7
COMP-016,Resistors,2024-07-01,7,2024,3,1131,0.94,4.1,8,106.9
COMP-016,Resistors,2024-08-01,8,2024,3,1085,1.05,2.3,6,109.9
COMP-016,Resistors,2024-09-01,9,2024,3,992,0.59,2.3,13,103.4
COMP-016,Resistors,2024-10-01,10,2024,4,1159,0.92,2.5,11,105.8
COMP-016,Resistors,2024-11-01,11,2024,4,1283,1.26,1.0,14,99.4
COMP-016,Resistors,2024-12-01,12,2024,4,1302,1.21,3.4,10,98.7
COMP-017,Semiconductors,2022-01-01,1,2022,1,944,1.68,4.1,12,102.5
COMP-017,Semiconductors,2022-02-01,2,2022,1,1054,0.6,5.8,11,104.7
COMP-017,Semiconductors,2022-03-01,3,2022,1,733,1.17,7.6,3,100.7
COMP-017,Semiconductors,2022-04-01,4,2022,2,721,0.7,7.2,7,111.7
COMP-017,Semiconductors,2022-05-01,5,2022,2,743,0.71,7.3,13,108.9
COMP-017,Semiconductors,2022-06-01,6,2022,2,1175,2.01,5.7,6,106.4
COMP-017,Semiconductors,2022-07-01,7,2022,3,1153,0.86,4.9,5,109.6
COMP-017,Semiconductors,2022-08-01,8,2022,3,1247,0.82,5.3,13,115.5
COMP-017,Semiconductors,2022-09-01,9,2022,3,1036,0.6,1.8,5,108.8
COMP-017,Semiconductors,2022-10-01,10,2022,4,1103,0.73,3.9,17,107.6
COMP-017,Semiconductors,2022-11-01,11,2022,4,1097,0.55,1.0,11,103.0
COMP-017,Semiconductors,2022-12-01,12,2022,4,1187,0.85,2.8,7,102.3
COMP-017,Semiconductors,2023-01-01,1,2023,1,1046,0.35,4.3,20,102.3
COMP-017,Semiconductors,2023-02-01,2,2023,1,1233,0.85,2.2,14,97.5
COMP-017,Semiconductors,2023-03-01,3,2023,1,1113,1.25,5.6,6,95.6
COMP-017,Semiconductors,2023-04-01,4,2023,2,1414,1.18,7.0,14,96.2
COMP-017,Semiconductors,2023-05-01,5,2023,2,1232,0.75,6.0,10,92.2
COMP-017,Semiconductors,2023-06-01,6,2023,2,1241,0.63,4.2,7,96.9
COMP-017,Semiconductors,2023-07-01,7,2023,3,1020,0.5,3.0,17,88.1
COMP-017,Semiconductors,2023-08-01,8,2023,3,1159,1.57,3.9,6,90.3
COMP-017,Semiconductors,2023-09-01,9,2023,3,1158,0.56,3.7,7,90.5
COMP-017,Semiconductors,2023-10-01,10,2023,4,1210,1.8,1.5,19,90.1
COMP-017,Semiconductors,2023-11-01,11,2023,4,1404,0.74,2.1,15,95.8
COMP-017,Semiconductors,2023-12-01,12,2023,4,1315,0.6,2.6,25,93.2
COMP-017,Semiconductors,2024-01-01,1,2024,1,1346,1.4,2.9,8,97.6
COMP-017,Semiconductors,2024-02-01,2,2024,1,1479,0.38,7.4,9,106.5
COMP-017,Semiconductors,2024-03-01,3,2024,1,1452,0.6,4.6,17,104.1
COMP-017,Semiconductors,2024-04-01,4,2024,2,1362,0.68,4.6,14,109.6
COMP-017,Semiconductors,2024-05-01,5,2024,2,1605,0.56,6.1,10,110.2
COMP-017,Semiconductors,2024-06-01,6,2024,2,1642,0.95,3.5,20,110.5
COMP-017,Semiconductors,2024-07-01,7,2024,3,1441,0.88,5.7,14,111.0
COMP-017,Semiconductors,2024-08-01,8,2024,3,1239,0.86,3.4,9,108.5
COMP-017,Semiconductors,2024-09-01,9,2024,3,1394,0.72,1.0,14,105.0
COMP-017,Semiconductors,2024-10-01,10,2024,4,1572,1.13,1.6,11,108.1
COMP-017,Semiconductors,2024-11-01,11,2024,4,1568,2.71,2.5,23,96.1
COMP-017,Semiconductors,2024-12-01,12,2024,4,1541,0.58,3.0,10,107.4
COMP-018,ICs,2022-01-01,1,2022,1,614,0.43,3.5,8,100.7
COMP-018,ICs,2022-02-01,2,2022,1,768,0.44,5.2,6,98.4
COMP-018,ICs,2022-03-01,3,2022,1,620,1.88,6.4,3,105.9
COMP-018,ICs,2022-04-01,4,2022,2,799,0.98,5.7,12,104.1
COMP-018,ICs,2022-05-01,5,2022,2,611,1.03,5.4,3,112.1
COMP-018,ICs,2022-06-01,6,2022,2,757,0.55,5.8,5,108.6
COMP-018,ICs,2022-07-01,7,2022,3,871,0.72,4.3,4,111.1
COMP-018,ICs,2022-08-01,8,2022,3,732,0.59,2.8,13,113.2
COMP-018,ICs,2022-09-01,9,2022,3,830,0.93,3.5,4,112.2
COMP-018,ICs,2022-10-01,10,2022,4,890,2.99,1.9,5,110.8
COMP-018,ICs,2022-11-01,11,2022,4,806,0.53,2.6,15,107.2
